CLIENTNUM,Customer_Age,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Gender_M,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_Unknown,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver,Churn_Probability,Risk_Segment,Action,Simulated_Outcome,Risk_Category
711357858,47,3,36,5,3,4,7246.0,0,7246.0,0.612,777,13,0.625,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
714757083,44,4,37,1,2,2,29076.0,0,29076.0,0.77,8765,84,1.211,0.0,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
778399008,50,0,30,3,4,2,4252.0,0,4252.0,0.478,1598,45,0.324,0.0,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
780008358,59,0,48,2,6,2,13172.0,0,13172.0,0.876,2598,47,0.621,0.0,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
789050883,33,2,21,4,3,4,5297.0,0,5297.0,0.779,2655,62,0.55,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
781089708,30,0,23,6,1,2,26783.0,1285,25498.0,0.59,2495,46,0.769,0.048,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
709531908,53,3,47,5,2,2,1438.3,0,1438.3,0.776,2184,53,0.828,0.0,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
709460883,38,2,28,5,2,4,1614.0,0,1614.0,0.609,2437,46,0.438,0.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
713281833,37,3,29,6,2,3,13589.0,2517,11072.0,0.941,9456,79,1.026,0.185,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
721460283,49,3,35,5,1,2,2214.0,915,1299.0,0.533,2144,51,0.545,0.413,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
708300483,66,0,56,5,4,3,7882.0,605,7277.0,1.052,704,16,0.143,0.077,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
826130133,58,2,54,6,2,4,31680.0,1812,29868.0,0.483,1121,25,0.562,0.057,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
714987633,42,3,36,2,2,3,4953.0,2039,2914.0,0.68,4026,53,0.828,0.412,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
716863458,44,2,36,2,3,3,34516.0,569,33947.0,0.919,8570,68,0.789,0.016,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
721464783,62,0,36,3,2,2,1764.0,1540,224.0,0.937,2094,47,0.958,0.873,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
717060858,31,0,36,3,2,3,6911.0,2517,4394.0,0.934,8123,71,0.732,0.364,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
821351958,40,4,36,6,1,2,1438.3,0,1438.3,0.785,3308,54,1.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
711746133,50,1,37,4,3,2,32563.0,0,32563.0,1.013,9220,81,0.884,0.0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
718311933,53,4,37,6,2,2,3719.0,2517,1202.0,0.666,2587,43,0.536,0.677,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
715649358,39,2,26,1,2,2,3879.0,0,3879.0,0.928,7786,81,0.929,0.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
819258408,47,5,42,4,2,4,2224.0,1106,1118.0,0.501,1698,41,0.367,0.497,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
806250783,57,2,52,6,3,2,1441.0,0,1441.0,1.364,2742,58,0.758,0.0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
789893808,52,3,42,6,2,3,34516.0,1230,33286.0,0.608,2100,38,0.407,0.036,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
711448983,47,2,34,2,2,2,2234.0,2024,210.0,0.717,2313,37,0.321,0.906,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
720362058,57,2,49,4,3,3,32182.0,0,32182.0,0.52,1937,46,0.704,0.0,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
716858433,43,4,32,4,3,1,3015.0,0,3015.0,1.058,5372,75,0.596,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
712770408,42,2,36,6,3,2,3413.0,0,3413.0,0.593,2285,40,0.429,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
779263533,34,2,16,2,2,1,32292.0,1731,30561.0,0.751,7564,76,0.81,0.054,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
721137558,40,4,28,1,2,3,5821.0,894,4927.0,0.461,2011,42,0.273,0.154,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
779315508,43,4,25,1,2,2,9043.0,1974,7069.0,1.027,4638,48,0.655,0.218,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
802668333,49,2,43,2,3,3,2384.0,1919,465.0,0.5,3512,50,0.471,0.805,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
772137183,52,2,41,1,3,1,31668.0,810,30858.0,0.643,1822,36,0.5,0.026,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
720167508,50,3,35,1,2,1,19000.0,2389,16611.0,0.81,7664,74,0.721,0.126,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
827440458,48,4,44,2,3,3,9524.0,1449,8075.0,0.559,7527,58,0.657,0.152,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
714294183,54,1,44,1,3,3,9580.0,132,9448.0,0.32,5385,51,0.308,0.014,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
789212883,30,1,19,6,1,2,1644.0,0,1644.0,0.82,2533,44,0.517,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
769152783,60,2,54,1,6,2,8141.0,1811,6330.0,1.043,5043,53,0.432,0.222,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
712552608,46,3,34,3,3,1,1438.3,0,1438.3,0.714,2658,43,0.654,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
718086783,50,5,36,2,2,1,13478.0,0,13478.0,0.929,4738,56,0.867,0.0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
803124408,41,3,35,2,3,5,11538.0,0,11538.0,0.507,1926,53,0.432,0.0,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,1.0,High,Offer loyalty discount and schedule service call,0,High Risk
711854808,41,3,32,2,2,1,34516.0,0,34516.0,0.965,4734,57,0.541,0.0,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
815908908,47,4,42,3,4,3,6263.0,2517,3746.0,0.857,2613,50,0.724,0.402,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
713373708,54,3,36,2,3,3,1857.0,0,1857.0,0.488,2464,57,0.839,0.0,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
771723408,37,2,25,3,2,4,1690.0,0,1690.0,0.69,2645,60,0.622,0.0,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
711242058,48,4,36,1,3,1,11862.0,2517,9345.0,0.766,643,16,0.231,0.212,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
720748608,44,3,32,1,2,2,3575.0,0,3575.0,0.843,7672,66,0.737,0.0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
711249858,49,4,38,2,3,2,29890.0,0,29890.0,0.64,3315,47,0.382,0.0,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
778868958,42,2,23,3,3,3,1929.0,1673,256.0,0.835,857,36,1.118,0.867,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
803648508,43,4,37,4,2,3,13882.0,758,13124.0,0.5,1646,42,0.75,0.055,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
710044308,40,4,27,2,2,2,2625.0,1594,1031.0,0.544,2480,47,0.567,0.607,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
821179233,50,1,46,1,3,3,1493.0,932,561.0,0.466,1554,43,0.344,0.624,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
717461283,38,2,24,3,2,3,2214.0,570,1644.0,0.688,2066,45,0.25,0.257,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,1.0,High,Offer loyalty discount and schedule service call,0,High Risk
712895733,40,4,36,6,3,2,34516.0,572,33944.0,1.05,8659,81,1.077,0.017,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
779320008,43,3,25,3,3,3,2900.0,2517,383.0,0.719,2180,31,0.409,0.868,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
712829808,39,3,29,4,3,4,2187.0,0,2187.0,0.467,2031,40,0.333,0.0,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
714820158,29,0,36,6,3,1,5988.0,660,5328.0,1.041,10211,68,1.0,0.11,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
775112958,51,1,45,2,3,3,11548.0,0,11548.0,0.611,7781,72,0.895,0.0,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
709222008,41,3,32,1,3,4,4742.0,2221,2521.0,0.464,2422,41,0.464,0.468,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
820288233,26,0,20,4,3,4,1438.3,0,1438.3,0.764,2731,39,0.5,0.0,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
708726708,42,3,36,6,2,3,1451.0,599,852.0,0.752,2192,35,0.458,0.413,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
719816583,46,3,38,3,2,2,8989.0,552,8437.0,0.699,2309,49,0.633,0.061,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
772273983,48,4,37,1,3,4,5268.0,2191,3077.0,0.622,2138,40,0.429,0.416,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
712401033,36,1,23,4,3,1,1438.3,928,510.3,0.851,2186,59,0.686,0.645,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
721308033,45,2,37,3,3,1,3036.0,2517,519.0,0.882,2609,42,0.615,0.829,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
715150983,44,3,34,2,3,3,26021.0,0,26021.0,1.04,8898,60,0.538,0.0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
778781508,44,2,32,4,3,3,8477.0,2517,5960.0,0.717,2455,41,0.64,0.297,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
712947333,54,4,43,3,3,0,5139.0,0,5139.0,0.33,1653,44,0.692,0.0,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
715915458,47,2,34,5,2,2,3156.0,1644,1512.0,1.052,1151,31,1.385,0.521,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
717571683,47,4,34,2,3,3,23981.0,0,23981.0,0.196,4536,61,0.605,0.0,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,1.0,High,Offer loyalty discount and schedule service call,0,High Risk
714544908,56,4,36,6,3,3,6224.0,0,6224.0,0.92,8979,68,0.581,0.0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
720128658,49,1,30,5,3,3,5181.0,0,5181.0,0.83,8943,68,1.0,0.0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
709612983,41,2,36,5,2,4,2990.0,1828,1162.0,0.488,2265,41,0.414,0.611,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
778819083,41,2,33,1,3,3,1604.0,0,1604.0,0.644,2264,47,0.516,0.0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
779302233,40,4,22,4,2,3,1438.3,0,1438.3,0.695,2502,45,0.452,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
713632983,43,4,35,2,3,2,10588.0,503,10085.0,0.918,7886,70,0.75,0.048,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
713312208,53,1,43,1,2,3,3146.0,0,3146.0,0.414,1868,38,0.31,0.0,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
708805908,30,2,18,1,1,3,10017.0,726,9291.0,0.924,9299,68,0.619,0.072,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
713497983,49,5,36,1,2,2,5578.0,0,5578.0,0.627,3459,53,0.71,0.0,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
718310733,50,2,36,4,3,1,20614.0,0,20614.0,0.926,1922,48,0.6,0.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
708494583,49,3,36,4,1,3,1902.0,0,1902.0,0.693,3731,53,0.893,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
714559458,46,4,36,4,2,1,1681.0,0,1681.0,0.464,1953,48,0.5,0.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
715294083,46,2,38,2,3,2,10309.0,0,10309.0,0.451,1760,40,0.6,0.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
718468158,38,1,25,6,2,3,9303.0,1599,7704.0,1.408,2261,37,0.542,0.172,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
714014733,33,2,36,4,3,2,9642.0,1431,8211.0,0.561,2172,33,0.571,0.148,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
713058858,54,2,46,5,3,2,1695.0,913,782.0,0.449,2130,48,0.5,0.539,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
778207083,53,4,44,3,3,2,11561.0,2189,9372.0,0.742,2153,39,0.5,0.189,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
709979583,54,3,46,3,1,3,34516.0,854,33662.0,0.928,1999,54,0.8,0.025,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
712747758,50,4,36,2,2,3,2477.0,0,2477.0,0.445,2037,43,0.387,0.0,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
772728933,50,2,40,6,4,3,13709.0,813,12896.0,0.65,2511,40,0.6,0.059,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
767712558,59,1,53,2,3,3,14979.0,0,14979.0,0.71,530,10,1.0,0.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
823904133,53,2,49,2,2,4,10195.0,0,10195.0,0.629,2489,54,0.385,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
712623258,42,3,36,2,3,3,5505.0,2517,2988.0,0.729,2272,42,0.448,0.457,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
713726958,40,3,21,5,2,2,1728.0,0,1728.0,0.41,2191,38,0.357,0.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
716881683,45,5,34,2,3,3,3435.0,2517,918.0,0.332,5567,51,0.545,0.733,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
803776533,46,2,41,3,3,2,10077.0,0,10077.0,0.639,2118,52,0.576,0.0,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
718732833,56,1,48,4,2,2,2783.0,1763,1020.0,0.344,3967,42,0.4,0.633,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
713334483,46,1,32,5,2,3,8766.0,0,8766.0,0.702,2263,35,0.522,0.0,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
711836733,43,3,31,3,3,3,1438.3,0,1438.3,0.663,1867,45,0.875,0.0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
789122808,41,4,29,5,2,3,3281.0,0,3281.0,0.875,2907,45,0.406,0.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
714894708,53,1,45,4,4,2,23958.0,2517,21441.0,0.702,2777,45,0.552,0.105,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
780496833,56,1,43,3,2,2,2846.0,0,2846.0,0.747,2122,44,0.419,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
815504583,48,4,43,3,2,4,1538.0,0,1538.0,0.684,2275,43,0.483,0.0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
714779733,44,4,36,3,1,4,10998.0,1586,9412.0,0.907,2237,33,0.435,0.144,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
718263108,44,3,32,3,3,2,1693.0,1457,236.0,0.919,2829,42,0.615,0.861,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
768624258,55,2,49,2,1,2,1583.0,234,1349.0,0.639,2541,36,0.385,0.148,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1.0,High,Offer loyalty discount and schedule service call,1,High Risk
